Rainfall_Bastia_Umbra,Temperature_Bastia_Umbra,Temperature_Petrignano,Volume_C10_Petrignano,Hydrometry_Fiume_Chiascio_Petrignano,Date,Depth_to_Groundwater_P24,Depth_to_Groundwater_P25
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,12/04/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,13/04/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,14/04/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,15/04/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,16/04/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,17/04/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,18/04/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,19/04/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,20/04/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,21/04/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,22/04/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,23/04/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,24/04/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,25/04/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,26/04/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,27/04/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,28/04/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,29/04/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,30/04/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,01/05/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,02/05/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,03/05/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,04/05/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,05/05/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,06/05/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,07/05/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,08/05/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,09/05/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,10/05/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,11/05/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,12/05/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,13/05/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,14/05/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,15/05/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,16/05/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,17/05/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,18/05/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,19/05/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,20/05/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,21/05/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,22/05/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,23/05/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,24/05/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,25/05/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,26/05/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,27/05/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,28/05/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,29/05/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,30/05/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,31/05/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,01/06/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,02/06/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,03/06/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,04/06/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,05/06/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,06/06/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,07/06/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,08/06/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,09/06/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,10/06/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,11/06/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,12/06/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,13/06/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,14/06/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,15/06/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,16/06/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,17/06/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,18/06/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,19/06/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,20/06/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,21/06/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,22/06/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,23/06/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,24/06/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,25/06/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,26/06/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,27/06/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,28/06/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,29/06/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,30/06/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,01/07/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,02/07/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,03/07/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,04/07/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,05/07/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,06/07/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,07/07/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,08/07/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,09/07/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,10/07/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,11/07/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,12/07/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,13/07/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,14/07/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,15/07/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,16/07/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,17/07/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,18/07/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,19/07/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,20/07/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,21/07/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,22/07/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,23/07/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,24/07/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,25/07/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,26/07/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,27/07/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,28/07/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,29/07/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,30/07/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,31/07/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,01/08/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,02/08/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,03/08/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,04/08/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,05/08/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,06/08/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,07/08/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,08/08/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,09/08/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,10/08/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,11/08/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,12/08/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,13/08/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,14/08/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,15/08/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,16/08/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,17/08/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,18/08/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,19/08/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,20/08/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,21/08/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,22/08/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,23/08/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,24/08/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,25/08/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,26/08/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,27/08/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,28/08/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,29/08/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,30/08/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,31/08/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,01/09/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,02/09/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,03/09/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,04/09/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,05/09/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,06/09/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,07/09/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,08/09/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,09/09/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,10/09/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,11/09/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,12/09/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,13/09/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,14/09/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,15/09/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,16/09/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,17/09/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,18/09/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,19/09/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,20/09/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,21/09/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,22/09/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,23/09/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,24/09/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,25/09/2006,-31.58,-30.75
1.556632531555132,15.030292926887354,13.739080733507981,-29043.29672597015,2.3725172660157177,26/09/2006,-31.58,-30.75
0.18095238095238095,14.533333333333333,14.052380952380954,-29281.824,2.4190476190476193,27/09/2006,-24.73,-24.12
0.06666666666666668,14.361904761904762,13.819047619047621,-29245.536,2.4809523809523806,28/09/2006,-25.78,-25.42
3.309523809523809,14.319047619047621,12.785714285714286,-29355.264,2.3666666666666663,29/09/2006,-24.8,-24.22
1.4571428571428573,13.123809523809522,12.609523809523811,-30174.336,2.423809523809523,30/09/2006,-24.85,-24.28
1.9333333333333331,13.133333333333335,12.72857142857143,-28530.144,2.4666666666666663,01/10/2006,-24.82,-24.27
0.7666666666666667,18.51904761904762,16.823809523809523,-31053.888,2.238095238095238,02/10/2006,-24.87,-24.27
0.41904761904761906,17.10952380952381,16.47142857142857,-35088.768,2.0761904761904764,03/10/2006,-24.97,-24.33
0.004761904761904762,22.43333333333333,21.561904761904763,-34622.208,1.9952380952380953,04/10/2006,-25.01,-24.35
0.2857142857142857,17.242857142857144,16.614285714285717,-35411.904,2.1761904761904765,05/10/2006,-27.19,-26.21
1.9904761904761903,14.166666666666666,13.814285714285713,-36362.304,2.0047619047619047,06/10/2006,-25.14,-24.52
0.0,19.004761904761903,18.233333333333334,-35930.304,2.0333333333333337,07/10/2006,-25.15,-24.52
0.1952380952380952,17.795238095238094,17.047619047619055,-34896.096,2.0714285714285716,08/10/2006,-25.17,-24.55
0.41904761904761906,16.7,16.123809523809523,-35043.84,2.0857142857142854,09/10/2006,-25.18,-24.56
0.1285714285714286,21.495238095238097,20.6047619047619,-36046.08,2.0476190476190474,10/10/2006,-25.21,-24.6
0.0,20.047619047619044,19.290476190476188,-37294.56,2.0666666666666664,11/10/2006,-28.09,-27.44
0.1285714285714286,20.595238095238095,19.776190476190475,-36014.112,2.0476190476190474,12/10/2006,-25.36,-24.69
0.04285714285714286,15.2,14.647619047619045,-36685.44,1.9904761904761907,13/10/2006,-33.42,-32.59
0.24761904761904763,23.47142857142857,22.433333333333334,-34574.687999999995,2.0476190476190474,14/10/2006,-25.4,-24.73
1.0857142857142859,17.3,16.600000000000005,-32152.032000000003,2.261904761904762,15/10/2006,-31.22,-30.57
0.1380952380952381,14.804761904761904,14.30952380952381,-32260.032000000003,2.4190476190476193,16/10/2006,-25.3,-24.63
0.6476190476190476,19.747619047619047,18.942857142857143,-32841.504,2.242857142857143,17/10/2006,-25.34,-24.7
0.7000000000000001,18.457142857142852,17.690476190476193,-34092.576,2.085714285714286,18/10/2006,-25.37,-24.69
0.004761904761904762,20.361904761904764,19.771428571428572,-34353.504,2.1047619047619044,19/10/2006,-25.39,-24.7
0.6476190476190476,16.580952380952382,16.176190476190477,-33708.096,2.033333333333333,20/10/2006,-25.35,-24.66
0.6714285714285715,18.414285714285718,16.914285714285715,-33847.2,2.0238095238095237,21/10/2006,-25.4,-24.71
1.0285714285714287,18.65714285714286,18.128571428571426,-31497.12,2.3,22/10/2006,-25.33,-24.69
0.10476190476190476,17.933333333333334,16.395238095238096,-32506.272,2.057142857142857,23/10/2006,-25.36,-24.7
0.01904761904761905,20.376190476190477,19.757142857142853,-34184.16,2.019047619047619,24/10/2006,-25.41,-24.72
0.0,20.82857142857143,19.933333333333334,-35990.784,2.0428571428571427,25/10/2006,-25.56,-24.87
0.1761904761904762,19.142857142857142,18.37142857142857,-36101.376000000004,2.0,26/10/2006,-25.93,-24.97
0.009523809523809525,18.00952380952381,17.261904761904763,-33561.216,2.0952380952380953,27/10/2006,-25.84,-25.07
0.5809523809523809,18.223809523809525,17.638095238095236,-32044.896,2.2095238095238097,28/10/2006,-27.1,-26.3
0.12380952380952381,12.314285714285715,11.97142857142857,-28252.8,2.571428571428571,29/10/2006,-25.53,-24.86
0.27142857142857146,17.971428571428575,17.428571428571427,-32485.536,2.142857142857143,30/10/2006,-25.68,-24.89
0.1380952380952381,17.452380952380956,16.661904761904765,-32325.696,2.3476190476190477,31/10/2006,-25.58,-24.93
3.2047619047619045,13.876190476190475,11.123809523809522,-26437.536,2.4285714285714284,01/11/2006,-25.34,-24.75
0.7095238095238096,14.695238095238096,14.109523809523811,-28599.264,2.5666666666666664,02/11/2006,-25.36,-24.72
0.3904761904761904,18.900000000000002,17.990476190476187,-31152.384,2.266666666666667,03/11/2006,-25.775,-25.265
