Rainfall_Castel_del_Piano,Rainfall_Abbadia_S_Salvatore,Rainfall_S_Fiora,Rainfall_Laghetto_Verde,Rainfall_Vetta_Amiata,Depth_to_Groundwater_S_Fiora_8,Depth_to_Groundwater_S_Fiora_11bis,Depth_to_Groundwater_David_Lazzaretti,Temperature_Abbadia_S_Salvatore,Temperature_S_Fiora,Temperature_Laghetto_Verde,Date,Flow_Rate_Bugnano,Flow_Rate_Arbure,Flow_Rate_Ermicciolo,Flow_Rate_Galleria_Alta
3.628571428571428,4.738095238095238,5.847619047619047,2.9333333333333336,1.9714285714285713,-37.95857142857143,-51.604761904761894,-300.66952380952387,4.164285714285715,3.55,3.2357142857142858,12/01/2000,-0.34525324429999993,-2.6656570946299984,-4.809213173269998,-22.054797708599985
3.0190476190476194,7.247619047619047,3.7904761904761903,8.133333333333335,4.552380952380953,-38.25714285714285,-51.643333333333345,-303.39190476190475,2.7642857142857147,2.55,1.9857142857142858,13/01/2000,-0.35902196589999996,-2.5778423058200026,-4.88042622873,-22.693321348200033
2.714285714285714,6.885714285714285,3.400000000000001,4.561904761904763,3.6666666666666665,-37.92761904761905,-51.62952380952381,-302.6628571428571,4.492857142857142,3.9,3.5428571428571423,14/01/2000,-0.37200662909999965,-2.7204607470300037,-5.065536129319993,-23.80026453150002
6.523809523809524,9.880952380952381,3.152380952380952,3.8000000000000007,3.2761904761904765,-38.13714285714286,-51.61857142857143,-302.54523809523806,5.209523809523809,4.8,4.430952380952381,15/01/2000,-0.3653544710799999,-2.701400747250001,-4.997843640219993,-23.435685525100013
3.5904761904761906,7.81904761904762,4.914285714285715,10.257142857142854,4.295238095238095,-38.80380952380953,-52.18952380952382,-303.4004761904762,3.1142857142857148,2.65,2.2476190476190476,16/01/2000,-0.35661309096000027,-2.803769251659998,-5.848703327640002,-20.465675769999994
5.533333333333333,4.714285714285714,4.2285714285714295,0.8095238095238095,1.676190476190476,-38.3547619047619,-51.80809523809524,-306.9057142857143,1.4166666666666667,0.95,0.5166666666666666,17/01/2000,-0.3019890501599997,-2.1041559276599986,-4.402988841799998,-20.77423478420001
3.809523809523809,12.533333333333333,14.314285714285715,12.980952380952383,5.847619047619047,-38.25809523809524,-51.82285714285714,-306.76047619047614,6.854761904761905,6.55,6.080952380952381,18/01/2000,-0.2977484075799999,-2.0608211281899984,-4.331822398089999,-20.70350009050001
3.4666666666666663,4.747619047619048,5.20952380952381,11.095238095238093,2.3142857142857145,-37.82619047619048,-51.55047619047619,-302.50380952380954,2.6809523809523808,2.35,1.776190476190476,19/01/2000,-0.3515545747199999,-2.68568362113,-4.908789221299992,-22.65319396750001
5.428571428571429,5.9904761904761905,7.314285714285715,9.076190476190478,3.8,-38.60428571428571,-52.06,-303.52476190476193,2.2333333333333334,2.15,1.7428571428571429,20/01/2000,-0.35869866206000006,-2.8422508422400012,-5.902870227560002,-20.707962675400008
2.5809523809523816,3.5333333333333337,3.695238095238095,4.961904761904762,1.3333333333333335,-38.011428571428574,-51.66904761904762,-304.39809523809515,4.795238095238095,4.35,4.045238095238095,21/01/2000,-0.34124308210000004,-2.3710885770599996,-4.543631399670002,-21.419704650300044
3.0952380952380953,3.3333333333333335,4.742857142857143,5.761904761904764,2.5142857142857147,-38.68142857142857,-52.16666666666666,-304.4890476190476,3.2166666666666663,2.8,2.3833333333333337,22/01/2000,-0.36285858254000025,-2.8394899590299985,-6.020072121860004,-20.350614120200007
3.4952380952380957,3.1238095238095234,3.647619047619048,2.6952380952380954,7.666666666666667,-38.731904761904765,-52.07238095238095,-306.7271428571429,0.06666666666666668,-0.15,-0.17142857142857143,23/01/2000,-0.36746919771000003,-2.847601308249998,-5.995852211179998,-20.364605642799972
0.7809523809523808,2.8190476190476192,0.7523809523809524,3.1904761904761907,0.6666666666666666,-38.086190476190474,-51.779523809523816,-303.0928571428571,-1.9357142857142853,-2.35,-2.576190476190476,24/01/2000,-0.35712918206000005,-2.5997568559100013,-4.973911099760001,-22.459779091300028
0.5238095238095237,0.9428571428571428,1.4285714285714286,4.409523809523809,0.8380952380952381,-37.546190476190475,-51.29571428571429,-298.5814285714286,-4.557142857142857,-4.65,-4.823809523809524,25/01/2000,-0.34910172383999927,-2.7540427048300034,0.0,-21.572023254799984
0.44761904761904764,2.580952380952381,0.7619047619047619,2.8666666666666663,0.6666666666666666,-37.501428571428576,-51.308571428571426,-301.4585714285714,-3.3071428571428565,-3.6,-3.5238095238095237,26/01/2000,-0.3367567998999998,-2.6722748606199995,-4.801947343850002,-21.56569954719998
1.723809523809524,2.7809523809523813,2.2476190476190476,1.9904761904761903,2.580952380952381,-38.09571428571428,-51.671904761904756,-303.40095238095245,0.6523809523809524,0.55,0.22380952380952382,27/01/2000,-0.35814812891,-2.567318552080002,-4.858695704810001,-22.648377845500036
3.666666666666666,6.166666666666667,5.438095238095237,11.066666666666666,2.3238095238095235,-37.90190476190477,-51.59666666666668,-304.0185714285715,2.692857142857143,2.3,1.9119047619047618,28/01/2000,-0.34120834956999985,-2.38990823202,-4.547735907880001,-21.382216393100034
1.3904761904761904,2.9809523809523815,3.3333333333333335,2.1523809523809527,4.4,-38.51428571428572,-51.97619047619047,-303.5152380952381,5.576190476190476,5.3,4.776190476190476,29/01/2000,-0.34757998428000003,-2.8280910629400005,-5.812519981260001,-20.623363645199984
4.6,6.023809523809525,5.580952380952381,6.380952380952381,5.0285714285714285,-38.31571428571429,-51.772380952380956,-304.4938095238095,5.711904761904761,5.2,4.564285714285715,30/01/2000,-0.3400794041400003,-2.309583009829997,-4.538662214779994,-21.869675430900042
4.495238095238095,4.566666666666667,4.419047619047619,4.057142857142857,1.9904761904761903,-38.513333333333335,-51.85285714285715,-306.3666666666667,5.433333333333333,5.05,4.561904761904761,31/01/2000,-0.2988804451399999,-2.071530936149998,-4.333047537049998,-20.732797701400003
4.257142857142857,4.495238095238095,7.247619047619047,5.371428571428572,2.3142857142857145,-38.21952380952381,-51.66238095238096,-303.18238095238104,7.023809523809524,6.85,6.230952380952379,01/02/2000,-0.35981860316999986,-2.5769648724100027,-4.874308689379999,-22.77238813000003
1.7333333333333332,2.9952380952380953,3.4000000000000004,4.876190476190477,3.761904761904762,-38.47571428571429,-51.80047619047619,-302.6052380952381,6.619047619047618,5.9,5.4452380952380945,02/02/2000,-0.34934661941,-2.563188237370002,-4.9835606843099995,-21.970491858300008
2.819047619047619,3.0571428571428565,3.8666666666666663,3.4761904761904763,1.4,-38.92619047619047,-52.15571428571428,-304.87095238095236,7.583333333333333,6.7,6.29047619047619,03/02/2000,-0.36368141043000013,-2.8233613904099983,-5.95744353764,-20.19912322479999
4.466666666666667,1.8761904761904764,2.8761904761904766,3.4666666666666672,1.3904761904761906,-37.710952380952385,-51.46333333333333,-303.2580952380952,5.011904761904762,4.4,3.9166666666666665,04/02/2000,-0.3663956327299996,-2.724943780260003,-5.0742962481999925,-23.497093567500016
3.5333333333333337,2.7809523809523813,3.304761904761905,3.4952380952380957,2.0857142857142854,-37.603809523809524,-51.39999999999999,-305.0,5.235714285714285,4.7,4.245238095238095,05/02/2000,-0.33914070896,-2.347115922979999,-4.590714822479998,-21.730005448100023
6.838095238095238,14.442857142857143,13.161904761904763,13.799999999999997,6.209523809523811,-37.75619047619047,-51.486666666666665,-304.1028571428572,5.997619047619047,5.6,5.007142857142857,06/02/2000,-0.3386964963699998,-2.3916174118099995,-4.540292400210001,-21.27828834500003
0.9714285714285713,3.4095238095238094,4.552380952380952,4.847619047619048,4.238095238095239,-37.97666666666666,-51.65380952380953,-305.70428571428573,5.307142857142857,4.85,4.366666666666666,07/02/2000,-0.32765670537999986,-2.244760986599998,-4.464285656239997,-21.305889207900012
2.5238095238095237,6.038095238095238,9.799999999999999,9.742857142857142,2.4761904761904763,-38.25238095238095,-51.594285714285725,-303.70809523809527,6.495238095238094,6.3,5.688095238095238,08/02/2000,-0.34532989832,-2.4124057902200007,-4.594559345990003,-21.559446235600035
4.6,6.023809523809525,5.580952380952381,6.380952380952381,5.0285714285714285,-38.31571428571429,-51.772380952380956,-304.4938095238095,5.711904761904761,5.2,4.564285714285715,09/02/2000,-0.3400794041400003,-2.309583009829997,-4.538662214779994,-21.869675430900042
3.076190476190476,4.328571428571428,4.552380952380953,5.828571428571429,4.276190476190476,-38.34238095238096,-51.707619047619055,-305.95380952380947,3.7190476190476187,3.05,2.711904761904762,10/02/2000,-0.32893142008999987,-2.246063400289998,-4.471575542759997,-21.307359332100013
5.342857142857143,4.280952380952381,7.476190476190476,6.371428571428572,6.247619047619047,-38.250952380952384,-51.77285714285714,-302.06428571428575,3.9214285714285717,3.35,2.9857142857142858,11/02/2000,-0.3431021020700003,-2.650059602339998,-4.8933374085099945,-21.8533494393
2.857142857142857,4.647619047619047,6.457142857142857,2.257142857142857,2.8285714285714287,-37.95666666666666,-51.54238095238096,-303.2223809523809,4.514285714285713,4.0,3.6928571428571426,12/02/2000,-0.36768566394999963,-2.7282405477300036,-5.0363201261599935,-23.59009451440001
3.6761904761904765,2.342857142857143,3.152380952380952,3.504761904761905,1.9904761904761907,-37.89999999999999,-51.441428571428574,-303.9495238095237,4.897619047619047,4.45,3.823809523809523,13/02/2000,-0.34199359322,-2.4018801849100004,-4.561664633470003,-21.428334713700046
2.5238095238095237,6.038095238095238,9.799999999999999,9.742857142857142,2.4761904761904763,-38.25238095238095,-51.594285714285725,-303.70809523809527,6.495238095238094,6.3,5.688095238095238,14/02/2000,-0.34532989832,-2.4124057902200007,-4.594559345990003,-21.559446235600035
2.9714285714285715,4.957142857142857,6.0095238095238095,8.914285714285713,3.076190476190476,-38.246666666666655,-51.667619047619034,-304.7476190476191,5.216666666666668,4.9,4.304761904761905,15/02/2000,-0.3390111692500002,-2.311988634419998,-4.553539150679998,-21.64544438090003
8.504761904761905,8.838095238095239,10.219047619047618,10.20952380952381,4.180952380952381,-37.834761904761905,-51.598571428571425,-304.1490476190477,7.17857142857143,6.5,6.019047619047619,16/02/2000,-0.34063725757999974,-2.391970734079999,-4.551878974939999,-21.329294904900035
3.771428571428571,2.3809523809523805,8.485714285714286,14.599999999999996,6.057142857142858,-38.31,-51.92428571428573,-306.1561904761905,1.5571428571428574,1.85,1.1785714285714286,17/02/2000,-0.3256032499700001,-2.372950900849999,-4.846799226580001,-20.815087590700003
3.7047619047619045,2.2857142857142856,3.8571428571428577,9.980952380952381,4.714285714285714,-37.96476190476191,-51.49571428571428,-302.23428571428565,2.654761904761904,2.45,1.8142857142857143,18/02/2000,-0.33568147800000026,-2.6663651265799966,-4.749467890089989,-21.7293465562
3.3333333333333335,5.233333333333333,6.790476190476189,7.133333333333334,5.552380952380953,-38.035714285714285,-51.606666666666655,-302.277619047619,5.795238095238094,5.25,4.578571428571428,19/02/2000,-0.33986469048,-2.6583518633199983,-4.787643329419994,-21.939984964400004
3.9523809523809526,5.371428571428572,12.55238095238095,7.104761904761904,2.638095238095238,-37.827619047619045,-51.32142857142857,-301.2028571428571,6.038095238095239,5.5,4.804761904761904,20/02/2000,-0.33921639337999965,-2.64672326416,-4.84218784435,-21.53019316939997
4.4,5.519047619047619,4.457142857142857,9.838095238095237,7.457142857142857,-38.06238095238094,-51.722380952380945,-303.93333333333334,3.714285714285715,3.3,2.8928571428571423,21/02/2000,-0.34162974745999997,-2.36834087359,-4.5403239518400005,-21.365210000100042
2.552380952380952,8.219047619047618,4.114285714285714,8.152380952380952,5.199999999999999,-38.2552380952381,-51.77761904761904,-303.9014285714286,2.9761904761904763,2.6,2.1928571428571426,22/02/2000,-0.3419546300400002,-2.359081120039999,-4.607096473399999,-21.65090870580004
7.104761904761904,3.7904761904761903,4.066666666666667,5.8,3.647619047619048,-38.45809523809524,-52.07999999999999,-304.15190476190475,2.2214285714285715,2.05,1.7761904761904763,23/02/2000,-0.3581372217800001,-2.867887895300001,-5.976127748500004,-20.603671875500005
4.199999999999999,6.3047619047619055,7.333333333333332,4.809523809523809,3.2,-38.16714285714285,-51.59238095238094,-302.34476190476187,4.538095238095238,3.95,3.7166666666666672,24/02/2000,-0.3417548446500003,-2.6800451623999977,-4.76398263647999,-22.0860987768
3.0476190476190474,6.152380952380952,5.247619047619048,5.40952380952381,2.9428571428571426,-37.96714285714286,-51.67666666666667,-304.61095238095237,5.185714285714286,4.6,4.359523809523809,25/02/2000,-0.33775162467000014,-2.317334686009998,-4.495010330589997,-21.601015621500032
6.485714285714287,7.252380952380953,9.552380952380954,8.142857142857144,3.3619047619047615,-37.99857142857142,-51.62428571428571,-301.7247619047619,6.542857142857143,6.15,5.352380952380952,26/02/2000,-0.34066923979999997,-2.6544587068299985,-4.799520083839995,-21.932005510299994
4.257142857142857,4.495238095238095,7.247619047619047,5.371428571428572,2.3142857142857145,-38.21952380952381,-51.66238095238096,-303.18238095238104,7.023809523809524,6.85,6.230952380952379,27/02/2000,-0.35981860316999986,-2.5769648724100027,-4.874308689379999,-22.77238813000003
8.504761904761905,8.838095238095239,10.219047619047618,10.20952380952381,4.180952380952381,-37.834761904761905,-51.598571428571425,-304.1490476190477,7.17857142857143,6.5,6.019047619047619,28/02/2000,-0.34063725757999974,-2.391970734079999,-4.551878974939999,-21.329294904900035
1.5047619047619047,4.9,5.161904761904762,4.923809523809524,5.0285714285714285,-38.34142857142857,-51.60952380952381,-305.24285714285713,5.614285714285716,5.15,4.497619047619048,29/02/2000,-0.3394485561500001,-2.3327401816499975,-4.526277943679998,-21.713254018600022
4.866666666666666,5.685714285714287,5.2666666666666675,13.504761904761907,4.8,-38.656666666666666,-52.06428571428571,-302.7519047619047,5.854761904761906,5.35,5.011904761904763,01/03/2000,-0.35867499866,-2.838409073620001,-5.876344218170001,-20.76968206480001
3.504761904761905,6.514285714285715,5.533333333333333,5.276190476190477,4.285714285714286,-38.13190476190477,-51.59238095238096,-301.25666666666666,5.09047619047619,4.55,4.183333333333333,02/03/2000,-0.34257277046,-2.6617963189899982,-4.771318636609997,-21.9921715654
5.057142857142857,4.204761904761904,4.780952380952381,5.095238095238096,3.0952380952380953,-37.6204761904762,-51.41904761904762,-303.4671428571428,5.385714285714284,4.75,4.376190476190476,03/03/2000,-0.36464546867999964,-2.7132562763100028,-5.061345548279995,-23.348271956200016
4.495238095238095,6.176190476190477,6.409523809523809,8.057142857142857,2.4857142857142853,-38.147142857142846,-51.741904761904756,-301.1619047619048,6.269047619047621,6.25,5.452380952380953,04/03/2000,-0.3420656855599997,-2.6084110900899997,-4.789042764649999,-21.802187486099996
2.9714285714285715,4.957142857142857,6.0095238095238095,8.914285714285713,3.076190476190476,-38.246666666666655,-51.667619047619034,-304.7476190476191,5.216666666666668,4.9,4.304761904761905,05/03/2000,-0.3390111692500002,-2.311988634419998,-4.553539150679998,-21.64544438090003
3.4761904761904754,1.980952380952381,2.1714285714285717,2.257142857142857,1.3714285714285717,-38.24714285714286,-51.64952380952381,-304.9752380952381,5.011904761904761,4.2,3.7190476190476196,06/03/2000,-0.3381545770600001,-2.307004668159997,-4.548024223099999,-21.63622304820003
2.1333333333333337,2.5619047619047626,1.9047619047619047,2.761904761904762,1.0380952380952384,-37.732857142857135,-51.44285714285714,-301.36523809523817,4.733333333333333,4.3,3.842857142857143,07/03/2000,-0.34314976043999956,-2.649682684929999,-4.8477677690800025,-21.697991577499973
1.980952380952381,2.895238095238095,7.485714285714287,3.39047619047619,3.276190476190476,-38.667619047619056,-52.08380952380952,-304.84714285714284,7.38095238095238,6.65,6.264285714285713,08/03/2000,-0.3673981376400001,-2.876969343290001,-6.076183518060005,-20.62710627310003
4.542857142857143,5.1761904761904765,3.3809523809523805,3.4761904761904754,1.6476190476190473,-38.2,-51.790952380952376,-302.46476190476193,7.269047619047619,6.9,6.207142857142857,09/03/2000,-0.3429641339999999,-2.62838566411,-4.822057173099998,-21.756487944499995
2.4,3.1761904761904765,3.5333333333333328,5.847619047619046,3.3619047619047624,-38.231904761904765,-51.70714285714286,-303.51047619047614,8.045238095238096,7.65,6.916666666666668,10/03/2000,-0.35151118398000003,-2.483286238020002,-4.718669200220003,-22.05063657100004
2.8857142857142857,9.247619047619049,5.209523809523809,5.447619047619049,1.1142857142857143,-37.94523809523809,-51.75190476190476,-302.43047619047627,8.678571428571429,8.05,7.409523809523809,11/03/2000,-0.34139351661999984,-2.6124519434099995,-4.733076294359998,-21.8110770667
2.142857142857143,2.0666666666666664,1.1428571428571428,2.1809523809523808,1.3523809523809522,-37.925238095238086,-51.35476190476191,-299.8752380952381,10.87857142857143,9.95,9.57857142857143,12/03/2000,-0.34466059982999964,-2.7779764835400034,-3.309466830460002,-21.992649043999965
5.980952380952381,5.757142857142857,3.4380952380952383,4.904761904761905,3.5999999999999996,-38.18095238095238,-51.70571428571428,-303.81428571428563,10.399999999999999,9.5,9.288095238095238,13/03/2000,-0.34402784168000006,-2.3934145470700012,-4.514425427660005,-21.424359688700047
5.247619047619048,8.738095238095237,8.580952380952379,8.885714285714284,4.866666666666666,-38.15666666666667,-51.76857142857142,-301.9185714285714,9.495238095238095,8.65,8.728571428571428,14/03/2000,-0.3447110303699999,-2.6485940946899995,-4.91361498595,-21.828573291099993
3.6285714285714286,5.990476190476191,5.247619047619048,5.314285714285714,2.9523809523809526,-38.40190476190477,-51.780476190476186,-303.00142857142856,8.073809523809524,7.7,7.119047619047619,15/03/2000,-0.35602445319000003,-2.601272869500001,-4.9270696560800005,-22.344867508100023
1.1714285714285713,9.70952380952381,2.4571428571428573,7.847619047619046,3.9333333333333336,-37.90047619047619,-51.479047619047606,-302.1966666666666,6.954761904761905,6.45,5.949999999999999,16/03/2000,-0.3342872194599999,-2.6242774152499972,-4.7234047673599955,-21.466602855300003
1.7142857142857142,4.219047619047619,4.3238095238095235,3.5999999999999996,2.0476190476190474,-38.14523809523809,-51.70285714285714,-301.4761904761905,7.914285714285713,7.45,6.757142857142857,17/03/2000,-0.34399911077999973,-2.6185456525399995,-4.807652265120001,-21.848099511499992
3.3333333333333335,3.8095238095238093,1.9714285714285718,5.409523809523811,5.161904761904761,-38.13428571428571,-51.58571428571428,-304.5204761904762,8.109523809523811,7.85,7.3047619047619055,18/03/2000,-0.3399816952800002,-2.329096785689998,-4.574668187669997,-21.71891228550003
3.9142857142857146,5.480952380952381,6.980952380952381,6.485714285714287,4.161904761904761,-38.12380952380953,-51.72142857142857,-301.6671428571429,7.033333333333333,6.05,5.561904761904762,19/03/2000,-0.33959294840999993,-2.6131342636399997,-4.704980398869996,-21.7201229644
2.295238095238095,6.371428571428572,5.228571428571429,4.514285714285715,5.057142857142857,-38.10619047619048,-51.78523809523809,-302.92476190476185,3.7523809523809524,3.4,2.9214285714285717,20/03/2000,-0.35723894060000005,-2.604508439810002,-4.928151045240001,-22.455834226300027
3.6761904761904765,2.342857142857143,3.152380952380952,3.504761904761905,1.9904761904761907,-37.89999999999999,-51.441428571428574,-303.9495238095237,4.897619047619047,4.45,3.823809523809523,21/03/2000,-0.34199359322,-2.4018801849100004,-4.561664633470003,-21.428334713700046
5.933333333333333,8.40952380952381,8.161904761904761,9.771428571428572,4.81904761904762,-38.29952380952381,-51.857142857142854,-303.88,8.071428571428571,7.55,6.873809523809523,22/03/2000,-0.3204993025900002,-2.254590338179999,-4.534711327689998,-20.984536552500003
3.3333333333333335,3.8095238095238093,1.9714285714285718,5.409523809523811,5.161904761904761,-38.13428571428571,-51.58571428571428,-304.5204761904762,8.109523809523811,7.85,7.3047619047619055,23/03/2000,-0.3399816952800002,-2.329096785689998,-4.574668187669997,-21.71891228550003
1.8285714285714287,2.7333333333333334,2.695238095238095,5.419047619047619,2.3714285714285714,-38.72571428571429,-52.15952380952382,-303.02095238095234,7.519047619047619,6.75,6.2666666666666675,24/03/2000,-0.3556758387600002,-2.7956097325599982,-5.821938043060002,-20.452161171399993
1.8380952380952378,3.1047619047619044,3.5714285714285716,3.304761904761905,1.4857142857142858,-38.27,-51.73904761904762,-302.90190476190475,7.933333333333333,7.4,6.747619047619047,25/03/2000,-0.35783974863999995,-2.5639576938800026,-4.867985541599999,-22.66118271880003
4.0476190476190474,2.8476190476190477,5.704761904761904,4.752380952380952,3.1333333333333333,-38.259047619047614,-51.685714285714276,-303.0942857142858,9.014285714285714,8.55,8.016666666666667,26/03/2000,-0.35666985918999994,-2.556758962530002,-4.83890984381,-22.55339811300003
2.8000000000000003,3.885714285714286,5.914285714285714,5.8,3.1904761904761907,-38.32904761904762,-51.69333333333334,-303.25952380952384,6.533333333333334,5.85,5.3047619047619055,27/03/2000,-0.35949816044999994,-2.580084938280003,-4.8852734920400005,-22.717773544500034
5.533333333333333,6.3047619047619055,8.361904761904762,6.352380952380953,4.295238095238095,-38.198095238095235,-51.86428571428572,-302.9742857142857,7.109523809523812,6.6,5.9833333333333325,28/03/2000,-0.3312829677000002,-2.441840150039999,-4.884105384419999,-21.25773878899999
6.0476190476190474,5.423809523809523,5.952380952380952,7.247619047619047,3.7047619047619045,-38.39714285714286,-51.95095238095238,-307.85761904761904,5.4452380952380945,4.95,4.476190476190476,29/03/2000,-0.34979813326000014,-2.610091236779998,-3.7233141656900006,-19.39369764860003
4.514285714285715,5.995238095238095,11.742857142857142,10.876190476190475,2.819047619047619,-38.201428571428565,-51.75238095238095,-302.7504761904762,6.1119047619047615,6.2,5.364285714285715,30/03/2000,-0.3592389001299998,-2.5706422821300032,-4.872652836059999,-22.782679610600034
1.7142857142857142,4.219047619047619,4.3238095238095235,3.5999999999999996,2.0476190476190474,-38.14523809523809,-51.70285714285714,-301.4761904761905,7.914285714285713,7.45,6.757142857142857,31/03/2000,-0.34399911077999973,-2.6185456525399995,-4.807652265120001,-21.848099511499992
6.523809523809524,9.880952380952381,3.152380952380952,3.8000000000000007,3.2761904761904765,-38.13714285714286,-51.61857142857143,-302.54523809523806,5.209523809523809,4.8,4.430952380952381,01/04/2000,-0.3653544710799999,-2.701400747250001,-4.997843640219993,-23.435685525100013
3.9142857142857146,5.480952380952381,6.980952380952381,6.485714285714287,4.161904761904761,-38.12380952380953,-51.72142857142857,-301.6671428571429,7.033333333333333,6.05,5.561904761904762,02/04/2000,-0.33959294840999993,-2.6131342636399997,-4.704980398869996,-21.7201229644
5.590476190476191,6.723809523809523,6.247619047619047,6.3047619047619055,3.7333333333333334,-37.99619047619047,-51.52619047619047,-303.27333333333337,10.650000000000002,9.85,9.511904761904761,03/04/2000,-0.3597066101399999,-2.6683989680299987,-4.937704073479995,-23.006409933400015
0.7714285714285716,3.7000000000000006,3.5238095238095237,4.419047619047619,1.9809523809523806,-38.10285714285714,-51.80380952380953,-304.98428571428565,7.242857142857143,6.95,6.44761904761905,04/04/2000,-0.3335264481800002,-2.2712113935999976,-4.563375950019994,-21.68996624160002
4.0476190476190474,2.8476190476190477,5.704761904761904,4.752380952380952,3.1333333333333333,-38.259047619047614,-51.685714285714276,-303.0942857142858,9.014285714285714,8.55,8.016666666666667,05/04/2000,-0.35666985918999994,-2.556758962530002,-4.83890984381,-22.55339811300003
2.5333333333333337,7.023809523809524,8.095238095238093,8.58095238095238,4.761904761904763,-38.21571428571428,-51.959047619047624,-303.9471428571428,8.180952380952382,7.5,6.928571428571429,06/04/2000,-0.3485742697400001,-2.8545120315300005,-5.87309691562,-20.547463978499987
8.780952380952382,6.447619047619047,10.257142857142858,6.838095238095238,2.4666666666666663,-37.80809523809524,-51.60142857142856,-300.9938095238095,5.935714285714285,5.55,4.942857142857142,07/04/2000,-0.3421658191799997,-2.6360884537999993,-4.81443521686,-21.792230150599977
2.6857142857142855,9.433333333333334,6.352380952380953,6.466666666666667,3.3999999999999995,-38.12761904761904,-51.63380952380952,-300.7533333333334,9.83095238095238,9.1,8.94761904761905,08/04/2000,-0.3450079900799996,-2.63945936824,-4.7940700523599995,-21.934555170999978
1.7428571428571427,2.361904761904762,1.2,3.4666666666666663,2.914285714285714,-37.79333333333334,-51.5047619047619,-303.89428571428573,6.240476190476191,5.75,5.128571428571427,09/04/2000,-0.34254010101,-2.406796907640001,-4.575876099680002,-21.44283352170004
4.542857142857143,5.1761904761904765,3.3809523809523805,3.4761904761904754,1.6476190476190473,-38.2,-51.790952380952376,-302.46476190476193,7.269047619047619,6.9,6.207142857142857,10/04/2000,-0.3429641339999999,-2.62838566411,-4.822057173099998,-21.756487944499995
