Rainfall_Gallicano,Rainfall_Pontetetto,Rainfall_Monte_Serra,Rainfall_Orentano,Rainfall_Borgo_a_Mozzano,Rainfall_Piaggione,Rainfall_Calavorno,Rainfall_Croce_Arcana,Rainfall_Tereglio_Coreglia_Antelminelli,Rainfall_Fabbriche_di_Vallico,Temperature_Orentano,Temperature_Monte_Serra,Temperature_Ponte_a_Moriano,Temperature_Lucca_Orto_Botanico,Volume_POL,Volume_CC1,Volume_CC2,Volume_CSA,Volume_CSAL,Hydrometry_Monte_S_Quirico,Hydrometry_Piaggione,Date,Depth_to_Groundwater_LT2,Depth_to_Groundwater_SAL,Depth_to_Groundwater_PAG,Depth_to_Groundwater_CoS,Depth_to_Groundwater_DIEC
3.988888888888889,7.144444444444446,5.933333333333334,7.122222222222222,5.566666666666666,6.055555555555555,5.144444444444444,1.2222222222222223,1.677777777777778,7.566666666666667,0.0,9.7,0.0,10.55,-8205.622521722222,-14814.288828333336,-10428.924676499999,-3252.5661322222227,-2002.8170378000004,0.28444444444444444,-0.40944444444444444,15/03/1998,-12.8247,-5.3585999999999965,-1.7582000000000002,-6.278500000000003,-4.120099999999999
0.13333333333333333,0.4666666666666667,0.5666666666666668,0.5777777777777778,0.4444444444444444,0.4444444444444444,0.25555555555555554,0.0,0.2111111111111111,0.30000000000000004,0.0,12.0,0.0,10.6,-8072.469949444444,-14747.193306666666,-10281.0399525,-3329.040799388889,-2124.932104333333,0.2894444444444444,-0.5238888888888888,16/03/1998,-12.692800000000002,-5.349999999999997,-1.7069,-6.192200000000001,-4.024
0.3888888888888889,0.21111111111111114,0.17777777777777778,0.2888888888888889,0.5444444444444445,0.4444444444444444,0.30000000000000004,0.0,0.3222222222222222,0.4555555555555555,0.0,11.85,0.0,11.3,-8330.534465388888,-14517.582181666667,-10304.378635277775,-2974.6537026111114,-1846.5055810555552,0.2627777777777778,-0.44111111111111106,17/03/1998,-12.731800000000003,-5.373399999999997,-1.7337999999999996,-6.227799999999999,-4.0897000000000014
0.41111111111111115,0.2555555555555556,0.3222222222222222,0.32222222222222224,0.5666666666666668,0.47777777777777775,0.3444444444444445,0.12222222222222223,1.011111111111111,0.46666666666666656,0.0,12.1,0.0,12.9,-8654.845024777778,-15245.745673888887,-11166.836137111111,-2686.268679555555,-1540.472030111111,0.22888888888888884,-0.40611111111111114,18/03/1998,-12.739500000000005,-5.422,-1.8218000000000003,-6.4663,-4.143000000000002
0.03333333333333334,0.044444444444444446,0.022222222222222223,0.12222222222222223,0.0,0.022222222222222223,0.06666666666666667,0.0,0.6333333333333333,0.03333333333333334,0.0,12.9,0.0,11.05,-8293.88593488889,-14570.868059444445,-10323.305300277778,-2967.901014444444,-1738.0073731666666,0.26499999999999996,-0.49888888888888894,19/03/1998,-12.733200000000002,-5.357499999999998,-1.7372999999999994,-6.153499999999999,-4.089
3.5555555555555554,6.2,4.788888888888889,5.9,5.055555555555555,5.311111111111111,4.655555555555555,0.3111111111111111,1.3777777777777778,6.733333333333333,0.0,10.25,0.0,10.15,-8161.308901166666,-14803.654419999999,-10404.308619277777,-3252.566132222222,-2002.8170378,0.2872222222222222,-0.4077777777777778,20/03/1998,-12.798499999999999,-5.336199999999995,-1.7187000000000001,-6.249400000000001,-4.052999999999999
3.988888888888888,7.144444444444444,6.022222222222222,7.122222222222224,5.566666666666666,6.055555555555555,5.155555555555555,1.222222222222222,1.7333333333333334,7.555555555555555,0.0,9.8,0.0,10.85,-8491.195855055554,-14698.19460611111,-10489.407343166667,-2889.5894297222226,-1711.8331668555556,0.26499999999999996,-0.3644444444444444,21/03/1998,-12.838600000000001,-5.3573999999999975,-1.7734999999999999,-6.2623,-4.098999999999998
3.488888888888889,5.844444444444445,4.433333333333334,5.5,4.622222222222223,4.866666666666667,4.488888888888889,0.3111111111111111,6.6,6.48888888888889,0.0,7.25,0.0,6.15,-7909.548872111111,-15801.289667222221,-11091.328552111112,-4005.817741888889,-2753.1376342999997,0.22499999999999998,-0.5888888888888889,22/03/1998,-12.757700000000002,-5.412099999999997,-1.7980000000000007,-6.182300000000002,-4.212299999999998
1.4666666666666666,2.277777777777778,0.16666666666666666,1.8111111111111111,1.9555555555555557,2.1222222222222222,2.0,0.47777777777777786,3.3000000000000003,2.388888888888889,0.0,5.25,0.0,4.95,-8029.809295277777,-15586.884705,-10846.176352555556,-4021.4969235555545,-2346.7628733,0.20722222222222222,-0.5833333333333334,23/03/1998,-12.706700000000003,-5.412699999999998,-1.8108000000000006,-6.1975000000000025,-4.1717
5.866666666666667,5.066666666666666,3.611111111111111,4.266666666666667,7.699999999999999,8.333333333333334,6.122222222222223,1.211111111111111,14.677777777777777,9.722222222222221,0.0,2.35,0.0,5.8,-8119.3742588333325,-16399.172080000004,-11428.039757777779,-4082.4837515555555,-2321.647729966667,0.25388888888888883,-0.48944444444444446,24/03/1998,-12.682499999999994,-5.377999999999998,-1.6672000000000002,-6.192800000000002,-4.181699999999998
7.3999999999999995,6.144444444444445,5.111111111111111,5.233333333333333,9.311111111111112,9.555555555555555,7.766666666666666,0.7999999999999999,7.755555555555556,12.188888888888888,0.0,1.65,0.0,6.95,-8811.789867944444,-16352.31735777778,-11668.494689444442,-2987.6881081111114,-1735.7473757999999,0.2905555555555555,-0.34888888888888886,25/03/1998,-12.711699999999993,-5.334299999999995,-1.5869,-6.1574,-4.055
3.133333333333333,4.4111111111111105,2.2777777777777777,3.277777777777778,3.5555555555555554,3.933333333333334,3.966666666666667,0.47777777777777775,14.322222222222223,4.922222222222222,0.0,4.05,0.0,6.4,-7970.3748432777775,-15622.791171111108,-10785.176250888888,-4022.0004181666663,-2444.0667263555556,0.2222222222222222,-0.6272222222222221,26/03/1998,-12.718599999999997,-5.415399999999998,-1.7913000000000003,-6.271100000000003,-4.191299999999999
3.466666666666667,5.833333333333333,4.388888888888889,5.48888888888889,4.611111111111111,4.866666666666667,4.477777777777778,0.3111111111111111,6.255555555555556,6.488888888888891,0.0,7.8,0.0,8.35,-7314.940773055556,-15345.35248722222,-10279.632776499999,-4706.8344085555555,-3038.768100244444,0.25555555555555554,-0.685,27/03/1998,-12.787599999999998,-5.404399999999998,-1.8417999999999999,-6.2611000000000026,-4.224399999999999
1.0333333333333332,1.6555555555555554,1.9555555555555557,1.3777777777777778,1.1222222222222222,1.344444444444444,1.211111111111111,0.0,1.288888888888889,2.0444444444444447,0.0,11.25,0.0,10.75,-8095.711675055556,-14619.710017222222,-10206.195687500001,-3336.56274,-2094.6744366666667,0.2727777777777778,-0.4816666666666667,28/03/1998,-12.752100000000002,-5.375599999999999,-1.7651000000000006,-6.2961,-4.116200000000001
0.03333333333333334,0.044444444444444446,0.022222222222222223,0.1111111111111111,0.0,0.022222222222222223,0.06666666666666667,0.0,0.6333333333333333,0.022222222222222223,0.0,13.5,0.0,11.8,-8320.978358055558,-14869.620483888888,-10607.633196333332,-2986.8224429999996,-1753.6745390555554,0.2605555555555556,-0.5011111111111111,29/03/1998,-12.739600000000003,-5.354899999999998,-1.7298999999999995,-6.188299999999999,-4.084600000000001
0.4,0.23333333333333334,0.17777777777777776,0.2888888888888889,0.5444444444444445,0.47777777777777775,0.2888888888888889,0.0,0.9555555555555555,0.4555555555555555,0.0,13.3,0.0,12.5,-8605.096537222222,-14984.01525111111,-10898.70280088889,-2658.433554111111,-1555.8304530555554,0.23777777777777778,-0.4538888888888889,30/03/1998,-12.770000000000003,-5.401699999999998,-1.7973000000000008,-6.435199999999998,-4.100600000000001
0.41111111111111115,0.26666666666666666,0.23333333333333334,0.3222222222222222,0.5666666666666668,0.47777777777777775,0.33333333333333337,0.12222222222222223,0.9555555555555555,0.46666666666666656,0.0,14.1,0.0,13.5,-8625.846456555555,-15462.734170555557,-11332.32574,-2670.455328277778,-1527.3910265555558,0.22499999999999998,-0.45944444444444443,31/03/1998,-12.744700000000002,-5.417999999999999,-1.8266000000000002,-6.4537,-4.148500000000001
0.41111111111111115,0.26666666666666666,0.23333333333333334,0.3222222222222222,0.5666666666666668,0.47777777777777775,0.3333333333333333,0.12222222222222223,0.9555555555555555,0.46666666666666656,0.0,13.6,0.0,12.9,-8610.91893866667,-15256.76789611111,-11157.526270444445,-2686.268679555555,-1540.472030111111,0.23055555555555557,-0.45944444444444443,01/04/1998,-12.7391,-5.414999999999999,-1.8192000000000002,-6.459799999999999,-4.133600000000001
0.41111111111111115,0.2555555555555556,0.3222222222222222,0.32222222222222224,0.5666666666666668,0.47777777777777775,0.34444444444444444,0.12222222222222223,1.011111111111111,0.46666666666666656,0.0,12.35,0.0,13.0,-8654.84502477778,-15245.745673888887,-11166.836137111111,-2686.268679555555,-1540.4720301111108,0.2288888888888889,-0.40611111111111114,02/04/1998,-12.739500000000005,-5.422,-1.8218000000000003,-6.4663,-4.143000000000002
0.4,0.24444444444444446,0.3222222222222222,0.2888888888888889,0.5666666666666668,0.47777777777777775,0.33333333333333337,0.12222222222222223,0.3888888888888889,0.46666666666666656,0.0,11.85,0.0,14.6,-8739.81864488889,-15518.26657777778,-11298.009949444444,-2669.2143912777774,-1628.2665257777778,0.2127777777777778,-0.31722222222222224,03/04/1998,-12.704100000000004,-5.431499999999999,-1.8485999999999996,-6.397,-4.147700000000001
1.3555555555555554,1.4777777777777776,0.7666666666666667,1.4222222222222223,1.6000000000000003,1.3444444444444443,1.5777777777777777,1.5222222222222221,0.5222222222222223,1.6333333333333333,0.0,12.65,0.0,16.25,-8909.711837,-15247.870400000002,-10926.218869111113,-2620.269516888889,-1551.9699012222222,0.18833333333333335,-0.48777777777777775,04/04/1998,-12.804,-5.4403,-1.9001000000000001,-6.529200000000002,-4.132300000000001
0.4,0.25555555555555554,0.30000000000000004,0.32222222222222224,0.5666666666666668,0.47777777777777775,0.3555555555555556,0.12222222222222223,1.011111111111111,0.4666666666666667,0.0,13.15,0.0,15.5,-8827.865002222223,-15331.456770555556,-11125.401578555557,-2663.9179936111113,-1549.6924818333332,0.20000000000000004,-0.4822222222222222,05/04/1998,-12.743100000000004,-5.437499999999999,-1.8388999999999998,-6.483500000000001,-4.168400000000002
0.4,0.2222222222222222,0.26666666666666666,0.30000000000000004,0.5444444444444445,0.4444444444444444,0.3111111111111111,0.0,1.011111111111111,0.4555555555555555,0.0,12.2,0.0,12.3,-8639.434796944444,-14706.536572222223,-10640.549198,-2655.9315699999997,-1550.0554914444447,0.24333333333333332,-0.39888888888888885,06/04/1998,-12.7644,-5.402499999999999,-1.7968000000000004,-6.450499999999996,-4.101600000000001
3.1999999999999997,4.555555555555555,3.3444444444444446,4.4222222222222225,3.7222222222222223,4.133333333333334,3.466666666666667,1.0333333333333332,1.9888888888888887,5.300000000000001,0.0,10.1,0.0,12.15,-9179.378161333334,-14979.726116666667,-11221.362312833333,-1988.4193708333332,-1210.1583077222224,0.24277777777777784,-0.21888888888888886,07/04/1998,-12.905399999999993,-5.3999,-1.8364000000000003,-6.538999999999999,-4.1046
1.911111111111111,2.755555555555555,3.122222222222222,2.6666666666666665,2.0444444444444443,2.4000000000000004,2.0666666666666664,1.1666666666666665,2.0444444444444443,3.2666666666666666,0.0,10.75,0.0,13.5,-8980.319534555556,-15140.73717388889,-11197.629529333333,-2355.3778065555553,-1336.8529825,0.22722222222222221,-0.2994444444444444,08/04/1998,-12.853499999999999,-5.411099999999999,-1.8531,-6.503000000000003,-4.1244
1.7444444444444445,2.3333333333333335,2.8,2.288888888888889,1.7444444444444445,2.122222222222222,1.7333333333333334,0.911111111111111,1.5,3.0555555555555554,0.0,10.35,0.0,12.65,-9442.815233444446,-14966.04908777778,-11351.032282111111,-1642.9297778888888,-971.8816563888888,0.22777777777777775,-0.24222222222222223,09/04/1998,-13.040299999999997,-5.636400000000001,-2.1676000000000006,-7.2483,-4.157600000000001
4.000000000000001,7.155555555555556,5.933333333333334,7.122222222222222,5.566666666666666,6.055555555555555,5.144444444444445,1.222222222222222,1.9333333333333336,7.577777777777778,0.0,9.2,0.0,10.15,-8259.577522222222,-14905.416836666667,-10500.818333722224,-3277.1300211111106,-2120.4395287999996,0.28,-0.41722222222222227,10/04/1998,-12.81,-5.356999999999997,-1.744,-6.268100000000003,-4.120399999999998
4.377777777777777,7.333333333333333,6.177777777777778,7.311111111111109,6.111111111111111,6.477777777777778,5.388888888888889,1.222222222222222,2.0555555555555554,8.011111111111111,0.0,9.05,0.0,11.15,-8764.270586777777,-14857.722562777777,-10827.600204944445,-2561.2005408333334,-1513.9890808555554,0.25111111111111106,-0.31555555555555553,11/04/1998,-12.906499999999996,-5.346999999999997,-1.735,-6.322099999999999,-4.087299999999997
4.388888888888889,7.344444444444444,6.177777777777779,7.311111111111111,6.111111111111111,6.477777777777778,5.4,1.2222222222222223,2.322222222222222,8.0,0.0,7.6,0.0,10.85,-9078.641688944444,-15176.274553333335,-11215.704367666667,-2265.2053795555557,-1431.1023424666666,0.24055555555555555,-0.18333333333333332,12/04/1998,-12.944999999999995,-5.379299999999997,-1.7658,-6.402699999999998,-4.112399999999998
6.9111111111111105,7.977777777777779,6.166666666666667,7.877777777777776,7.955555555555555,8.788888888888888,7.377777777777778,1.3555555555555552,8.277777777777779,10.799999999999999,0.0,6.05,0.0,11.75,-8605.0534605,-14009.02544388889,-9805.313166722224,-2983.969296166667,-1699.0062939999998,0.25277777777777777,-0.2816666666666667,13/04/1998,-12.850300000000002,-5.370599999999999,-1.7998999999999996,-6.204900000000002,-4.113899999999999
5.2,8.788888888888888,7.955555555555555,8.955555555555556,7.3999999999999995,8.58888888888889,6.555555555555556,1.222222222222222,12.566666666666665,9.933333333333334,0.0,5.2,0.0,10.05,-7835.899251,-15231.677998888888,-10467.787473333334,-3982.8385741666666,-2578.152492077778,0.27944444444444444,-0.44555555555555554,14/04/1998,-12.789000000000003,-5.378399999999998,-1.7902,-6.289000000000002,-4.154699999999998
5.199999999999999,8.788888888888888,7.811111111111113,8.955555555555556,7.3999999999999995,8.58888888888889,6.566666666666666,1.222222222222222,8.177777777777777,9.922222222222222,0.0,6.9,0.0,9.55,-8073.525535666667,-15119.270023333333,-10521.415739999999,-3672.774582833333,-2395.870541188889,0.26999999999999996,-0.4783333333333333,15/04/1998,-12.7847,-5.375899999999998,-1.7586999999999997,-6.261300000000001,-4.141999999999999
3.1999999999999997,4.555555555555555,3.3444444444444446,4.4222222222222225,3.7222222222222223,4.133333333333334,3.466666666666667,1.0333333333333332,1.9888888888888892,5.300000000000001,0.0,10.05,0.0,12.05,-9179.378161333332,-14979.726116666667,-11221.362312833333,-1988.4193708333332,-1210.1583077222224,0.2427777777777778,-0.21888888888888886,16/04/1998,-12.905399999999993,-5.3999,-1.8364000000000003,-6.538999999999999,-4.1046
4.455555555555556,7.344444444444444,6.222222222222222,7.322222222222223,6.2333333333333325,6.522222222222222,5.444444444444445,1.3555555555555554,4.444444444444444,8.155555555555557,0.0,8.0,0.0,11.6,-8831.871294722221,-14928.545845555556,-10804.382231444444,-2559.644447666667,-1532.4500127444444,0.2411111111111111,-0.2583333333333333,17/04/1998,-12.896899999999999,-5.377999999999998,-1.7755,-6.377199999999998,-4.111099999999999
4.0,7.155555555555556,6.022222222222222,7.133333333333334,5.566666666666666,6.055555555555556,5.155555555555556,1.2222222222222223,1.9888888888888887,7.577777777777778,0.0,8.85,0.0,10.15,-8259.577522222222,-14905.416836666667,-10500.818333722222,-3277.1300211111106,-2120.4395288,0.2755555555555556,-0.42,18/04/1998,-12.806500000000002,-5.355699999999997,-1.7372,-6.250400000000003,-4.115699999999999
4.0,7.155555555555556,6.022222222222222,7.133333333333334,5.566666666666666,6.055555555555555,5.155555555555555,1.2222222222222223,1.9888888888888892,7.577777777777778,0.0,8.55,0.0,10.0,-8551.215081722223,-14875.797593333335,-10600.37060038889,-2962.783691722222,-1927.0014335777778,0.2666666666666667,-0.3705555555555555,19/04/1998,-12.839,-5.358499999999997,-1.7627000000000002,-6.255100000000001,-4.106999999999998
3.3444444444444446,5.000000000000001,3.377777777777778,4.466666666666667,4.2333333333333325,4.666666666666667,3.9000000000000004,1.3555555555555554,2.9111111111111114,5.7444444444444445,0.0,8.95,0.0,12.4,-9011.447599611109,-15132.685453333332,-11135.32330911111,-2360.8485108333334,-1487.1641921111109,0.23555555555555552,-0.2794444444444444,20/04/1998,-12.892299999999995,-5.397899999999998,-1.8036,-6.482699999999999,-4.1148
3.1999999999999997,4.555555555555555,3.3444444444444446,4.4222222222222225,3.7222222222222223,4.133333333333334,3.466666666666667,1.0333333333333332,1.9888888888888887,5.300000000000001,0.0,10.0,0.0,12.15,-9179.378161333334,-14979.726116666667,-11221.362312833333,-1988.4193708333332,-1210.1583077222224,0.2427777777777778,-0.2188888888888889,21/04/1998,-12.905399999999993,-5.3999,-1.8364000000000003,-6.538999999999999,-4.1046
1.7444444444444445,2.3666666666666667,2.8555555555555556,2.3222222222222224,1.7666666666666666,2.1222222222222222,1.7777777777777777,1.0333333333333332,1.5000000000000002,3.0555555555555554,0.0,11.25,0.0,14.05,-9198.99840011111,-15314.532383333331,-11529.486346666665,-2001.6557763333335,-1160.1422810555555,0.22944444444444448,-0.29500000000000004,22/04/1998,-12.878599999999997,-5.429999999999999,-1.8804000000000003,-6.580800000000003,-4.123799999999999
1.511111111111111,1.0444444444444445,0.16666666666666666,1.6333333333333333,1.6555555555555557,1.5333333333333334,1.3444444444444446,0.6888888888888889,1.0,1.4444444444444444,0.0,14.6,0.0,15.6,-8840.595807055557,-15383.815601111111,-11013.285802444447,-2671.752817111111,-1639.8336578333335,0.19666666666666666,-0.495,23/04/1998,-12.783200000000004,-5.4563999999999995,-1.9236000000000002,-6.512200000000003,-4.163700000000001
1.1333333333333333,0.8555555555555556,0.011111111111111112,1.4333333333333333,1.1111111111111112,1.0777777777777777,1.1,0.6888888888888889,0.6555555555555556,1.0,0.0,15.05,0.0,15.7,-8635.002310611111,-15561.72678333333,-10984.668467444448,-3031.8887490555553,-1906.4648406666665,0.18555555555555556,-0.5572222222222222,24/04/1998,-12.766000000000002,-5.434999999999999,-1.9198999999999997,-6.409800000000002,-4.161200000000001
1.1444444444444444,0.8666666666666667,0.011111111111111112,1.4555555555555555,1.1111111111111112,1.0777777777777777,1.1111111111111112,0.6888888888888889,0.6333333333333333,1.011111111111111,0.0,16.15,0.0,16.4,-8441.336391388888,-14893.602550777778,-10724.713298055554,-2996.2902115555553,-1701.0112647222222,0.19611111111111112,-0.6577777777777778,25/04/1998,-12.778800000000004,-5.428399999999998,-1.8951,-6.363900000000001,-4.155800000000002
1.1444444444444444,0.8666666666666667,0.011111111111111112,1.4444444444444442,1.1111111111111112,1.0777777777777777,1.1111111111111112,0.6888888888888889,0.6333333333333333,1.011111111111111,0.0,16.5,0.0,16.45,-8260.56201888889,-14964.313513000001,-10603.247950277779,-3325.3170932777775,-1895.498719944444,0.18555555555555558,-0.6794444444444445,26/04/1998,-12.768600000000001,-5.443699999999999,-1.9119,-6.379800000000001,-4.162900000000001
1.1333333333333333,0.8555555555555556,0.011111111111111112,1.4333333333333333,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.6888888888888889,0.6777777777777778,1.0,0.0,15.55,0.0,14.85,-8542.340451166667,-15508.971484444444,-11028.833858,-3002.6436901111106,-1843.4527054444443,0.215,-0.5905555555555556,27/04/1998,-12.763100000000001,-5.421099999999998,-1.8961000000000003,-6.402700000000002,-4.1419000000000015
0.4,0.24444444444444446,0.32222222222222224,0.30000000000000004,0.5666666666666668,0.47777777777777775,0.33333333333333337,0.12222222222222223,0.37777777777777777,0.4555555555555555,0.0,12.05,0.0,13.7,-8888.337935055555,-15175.23367388889,-11235.480937111111,-2330.0446652222217,-1357.9863670555555,0.22277777777777777,-0.40611111111111114,28/04/1998,-12.7886,-5.433399999999999,-1.8263000000000003,-6.503000000000001,-4.115200000000001
1.9666666666666666,2.7555555555555555,3.1555555555555554,2.644444444444445,2.1444444444444444,2.433333333333333,2.088888888888889,1.2999999999999998,2.9555555555555557,3.377777777777778,0.0,9.5,0.0,14.0,-8802.820410333334,-15206.000354444443,-11098.710099111111,-2687.8912783333335,-1529.1591869444444,0.23166666666666666,-0.3316666666666667,29/04/1998,-12.806399999999996,-5.410399999999998,-1.8402999999999994,-6.484600000000001,-4.1491999999999996
2.1333333333333337,4.000000000000001,4.800000000000001,4.2,3.0999999999999996,3.1888888888888887,2.7222222222222223,0.0,1.3555555555555556,4.411111111111111,0.0,10.6,0.0,10.35,-8066.117361166666,-14847.254850555557,-10434.251157055556,-3252.566132222222,-2002.8170378000004,0.3033333333333333,-0.43833333333333324,30/04/1998,-12.773599999999998,-5.314299999999996,-1.6939000000000004,-6.206799999999999,-3.999000000000001
1.7444444444444445,2.3666666666666667,2.855555555555556,2.3222222222222224,1.7666666666666666,2.1222222222222222,1.7777777777777777,1.0333333333333332,1.5,3.0555555555555554,0.0,11.0,0.0,13.3,-9189.410573722222,-15048.075926666668,-11262.02287711111,-1999.1537922222221,-1154.3673194444445,0.22944444444444445,-0.295,01/05/1998,-12.877099999999995,-5.4304,-1.88,-6.578300000000002,-4.124699999999999
1.7444444444444445,2.3666666666666663,2.855555555555556,2.3222222222222224,1.7666666666666666,2.122222222222222,1.7777777777777777,1.0333333333333332,1.5,3.0555555555555554,0.0,11.1,0.0,13.7,-9198.998400111112,-15314.532383333331,-11529.486346666667,-2001.655776333333,-1160.1422810555555,0.22944444444444445,-0.29500000000000004,02/05/1998,-12.877799999999997,-5.430099999999999,-1.8817000000000002,-6.580200000000003,-4.124899999999999
0.4,0.2444444444444444,0.3111111111111111,0.2888888888888889,0.5666666666666668,0.47777777777777775,0.33333333333333337,0.12222222222222223,0.3888888888888889,0.46666666666666656,0.0,12.1,0.0,14.85,-8766.719478222225,-15497.413807222221,-11243.791549444444,-2643.377115277777,-1639.6682282777776,0.2111111111111111,-0.4061111111111111,03/05/1998,-12.711900000000005,-5.438399999999999,-1.8618999999999997,-6.4294,-4.156900000000001
0.4,0.25555555555555554,0.2111111111111111,0.32222222222222224,0.5666666666666668,0.47777777777777775,0.3444444444444445,0.12222222222222223,0.9999999999999998,0.46666666666666656,0.0,14.1,0.0,15.65,-8565.327348444445,-15428.407601111112,-10984.87651188889,-3027.9768314444445,-1822.3193208888888,0.19666666666666668,-0.5455555555555556,04/05/1998,-12.7282,-5.436199999999999,-1.8825999999999992,-6.383799999999999,-4.159500000000001
2.0888888888888886,2.077777777777778,0.47777777777777775,2.5222222222222226,2.1444444444444444,2.3666666666666667,2.3222222222222224,2.088888888888889,0.14444444444444446,2.1666666666666665,0.0,13.7,0.0,17.65,-8367.574158666668,-14984.452752055555,-10330.422981611111,-3334.618557888889,-2039.4721883888888,0.18444444444444447,-0.5561111111111111,05/05/1998,-12.7611,-5.4491999999999985,-1.9216999999999993,-6.386700000000001,-4.184000000000001
